account_id,fiscal_quarter,csat_score,nps_score
A0188,2026-Q1,4,19
A0189,2025-Q1,4,52
A0189,2025-Q2,5,62
A0189,2025-Q3,3,-20
A0189,2025-Q4,4,57
A0189,2026-Q1,4,32
A0190,2025-Q1,4,38
A0190,2025-Q2,3,17
A0190,2025-Q3,3,13
A0190,2025-Q4,3,4
A0190,2026-Q1,2,-46
A0191,2025-Q1,3,13
A0191,2025-Q2,4,50
A0191,2025-Q3,4,39
A0191,2025-Q4,3,21
A0191,2026-Q1,3,17
A0192,2025-Q1,4,30
A0192,2025-Q2,3,14
A0192,2025-Q3,5,50
A0192,2025-Q4,3,-17
A0192,2026-Q1,3,-10
A0193,2025-Q1,3,20
A0193,2025-Q2,3,7
A0193,2025-Q3,5,74
A0193,2025-Q4,3,6
A0193,2026-Q1,4,20
A0194,2025-Q1,5,51
A0194,2025-Q2,3,1
A0194,2025-Q3,4,55
A0194,2025-Q4,2,-57
A0194,2026-Q1,3,-22
A0195,2025-Q1,4,38
A0195,2025-Q2,4,57
A0195,2025-Q3,4,38
A0195,2025-Q4,3,-8
A0195,2026-Q1,4,14
A0196,2025-Q1,3,21
A0196,2025-Q2,4,16
A0196,2025-Q3,4,22
A0196,2025-Q4,3,22
A0196,2026-Q1,4,23
A0197,2025-Q1,3,-19
A0197,2025-Q2,2,-13
A0197,2025-Q3,3,-6
A0197,2025-Q4,3,14
A0197,2026-Q1,4,32
A0198,2025-Q1,4,49
A0198,2025-Q2,4,45
A0198,2025-Q3,3,-5
A0198,2025-Q4,4,52
A0198,2026-Q1,3,-7
A0199,2025-Q1,3,-17
A0199,2025-Q2,4,28
A0199,2025-Q3,4,28
A0199,2025-Q4,3,22
A0199,2026-Q1,4,37
A0200,2025-Q1,4,42
A0200,2025-Q2,4,48
A0200,2025-Q3,3,10
A0200,2025-Q4,4,13
A0200,2026-Q1,4,25
A0201,2025-Q1,3,-15
A0201,2025-Q2,4,54
A0201,2025-Q3,4,42
A0201,2025-Q4,4,54
A0201,2026-Q1,3,10
A0202,2025-Q1,3,-18
A0202,2025-Q2,4,38
A0202,2025-Q3,4,47
A0202,2025-Q4,4,29
A0202,2026-Q1,4,39
A0203,2025-Q1,3,14
A0203,2025-Q2,3,-2
A0203,2025-Q3,3,-11
A0203,2025-Q4,3,-7
A0203,2026-Q1,3,-1
A0204,2025-Q1,4,26
A0204,2025-Q2,3,17
A0204,2025-Q3,4,44
A0204,2025-Q4,3,-12
A0204,2026-Q1,4,39
A0205,2025-Q1,4,54
A0205,2025-Q2,4,14
A0205,2025-Q3,3,-11
A0205,2025-Q4,2,-43
A0205,2026-Q1,4,49
A0206,2025-Q1,3,-2
A0206,2025-Q2,3,-1
A0206,2025-Q3,3,-22
A0206,2025-Q4,5,56
A0206,2026-Q1,3,-17
A0207,2025-Q1,3,1
A0207,2025-Q2,2,-30
A0207,2025-Q3,3,20
A0207,2025-Q4,4,35
A0207,2026-Q1,3,-19
A0208,2025-Q1,2,-18
A0208,2025-Q2,3,1
A0208,2025-Q3,4,23
A0209,2025-Q1,3,-14
A0209,2025-Q2,5,63
A0209,2025-Q3,4,33
A0209,2025-Q4,3,17
A0209,2026-Q1,4,23
A0210,2025-Q1,3,-2
A0210,2025-Q2,3,14
A0210,2025-Q3,4,22
A0210,2025-Q4,4,55
A0210,2026-Q1,4,16
A0211,2025-Q1,2,-34
A0211,2025-Q2,4,54
A0211,2025-Q3,4,23
A0211,2025-Q4,3,-7
A0211,2026-Q1,4,31
A0212,2025-Q1,4,37
A0212,2025-Q2,4,27
A0212,2025-Q3,3,8
A0212,2025-Q4,4,54
A0212,2026-Q1,4,51
A0213,2025-Q1,3,11
A0213,2025-Q2,5,65
A0213,2025-Q3,3,16
A0213,2025-Q4,3,-19
A0213,2026-Q1,4,56
A0214,2025-Q1,4,51
A0214,2025-Q2,2,-25
A0214,2025-Q3,3,21
A0214,2025-Q4,4,36
A0214,2026-Q1,4,23
A0215,2025-Q1,3,7
A0215,2025-Q2,4,19
A0215,2025-Q3,4,31
A0215,2025-Q4,3,8
A0215,2026-Q1,4,29
A0216,2025-Q1,3,22
A0216,2025-Q2,3,-20
A0216,2025-Q3,4,36
A0216,2025-Q4,4,15
A0216,2026-Q1,3,-6
A0217,2025-Q1,3,-22
A0217,2025-Q2,4,27
A0217,2025-Q3,2,-35
A0217,2025-Q4,4,32
A0217,2026-Q1,3,-11
A0218,2025-Q1,4,48
A0218,2025-Q2,2,-37
A0218,2025-Q3,3,-18
A0218,2025-Q4,4,57
A0218,2026-Q1,3,3
A0219,2025-Q1,4,47
A0219,2025-Q2,4,27
A0219,2025-Q3,2,-21
A0219,2025-Q4,3,21
A0219,2026-Q1,2,-25
A0220,2025-Q1,4,28
A0220,2025-Q2,4,32
A0220,2025-Q3,4,19
A0220,2025-Q4,3,-12
A0220,2026-Q1,4,52
A0221,2025-Q1,4,56
A0221,2025-Q2,4,45
A0221,2025-Q3,3,-16
A0221,2025-Q4,4,35
A0221,2026-Q1,5,52
A0222,2025-Q1,2,-34
A0222,2025-Q2,4,37
A0222,2025-Q3,4,41
A0222,2025-Q4,4,39
A0222,2026-Q1,4,52
A0223,2025-Q1,3,-12
A0223,2025-Q2,2,-25
A0223,2025-Q3,4,35
A0223,2025-Q4,4,21
A0223,2026-Q1,4,31
A0224,2025-Q1,4,24
A0224,2025-Q2,2,-23
A0224,2025-Q3,5,73
A0224,2025-Q4,5,83
A0224,2026-Q1,3,-14
A0225,2025-Q1,4,25
A0225,2025-Q2,4,37
A0225,2025-Q3,3,3
A0225,2025-Q4,4,49
A0225,2026-Q1,4,15
A0226,2025-Q1,4,24
A0226,2025-Q2,4,29
A0226,2025-Q3,3,-3
A0226,2025-Q4,3,19
A0226,2026-Q1,3,7
A0227,2025-Q1,4,24
A0227,2025-Q2,4,26
A0227,2025-Q3,2,-16
A0228,2025-Q1,4,18
A0229,2025-Q1,5,52
A0229,2025-Q2,3,1
A0229,2025-Q3,4,13
A0229,2025-Q4,3,21
A0229,2026-Q1,5,49
A0230,2025-Q1,3,16
A0230,2025-Q2,4,21
A0230,2025-Q3,2,-44
A0230,2025-Q4,4,19
A0230,2026-Q1,3,22
A0231,2025-Q1,2,-55
A0231,2025-Q2,4,49
A0231,2025-Q3,3,0
A0231,2025-Q4,3,-13
A0231,2026-Q1,3,-8
A0232,2025-Q1,2,-50
A0232,2025-Q2,3,1
A0232,2025-Q3,3,-15
A0232,2025-Q4,4,56
A0232,2026-Q1,3,15
A0233,2025-Q1,3,-9
A0233,2025-Q2,4,23
A0233,2025-Q3,4,53
A0233,2025-Q4,3,-8
A0233,2026-Q1,4,51
A0234,2025-Q1,2,-13
A0234,2025-Q2,4,54
A0234,2025-Q3,4,51
A0234,2025-Q4,4,19
A0234,2026-Q1,3,21
A0235,2025-Q1,2,-50
A0236,2025-Q1,4,51
A0236,2025-Q2,3,-4
A0236,2025-Q3,3,-17
A0236,2025-Q4,4,49
A0236,2026-Q1,4,20
A0237,2025-Q1,4,44
A0237,2025-Q2,3,-13
A0237,2025-Q3,3,3
A0237,2025-Q4,4,42
A0237,2026-Q1,4,36
A0238,2025-Q1,5,72
A0238,2025-Q2,2,-22
A0238,2025-Q3,4,32
A0238,2025-Q4,4,43
A0238,2026-Q1,2,-14
A0239,2025-Q1,4,29
A0239,2025-Q2,3,-15
A0239,2025-Q3,3,11
A0239,2025-Q4,3,-9
A0240,2025-Q1,2,-42
A0240,2025-Q2,4,15
A0240,2025-Q3,5,89
A0240,2025-Q4,3,2
A0240,2026-Q1,3,8
A0241,2025-Q1,4,34
A0241,2025-Q2,4,39
A0241,2025-Q3,2,-48
A0241,2025-Q4,3,-18
A0241,2026-Q1,4,27
A0242,2025-Q1,4,27
A0242,2025-Q2,4,33
A0242,2025-Q3,4,15
A0242,2025-Q4,4,29
A0242,2026-Q1,5,65
A0243,2025-Q1,3,8
A0243,2025-Q2,4,28
A0243,2025-Q3,3,-7
A0243,2025-Q4,5,83
A0243,2026-Q1,4,30
A0244,2025-Q1,3,7
A0244,2025-Q2,2,-29
A0244,2025-Q3,2,-31
A0244,2025-Q4,5,86
A0244,2026-Q1,3,1
A0245,2025-Q1,2,-21
A0245,2025-Q2,3,9
A0245,2025-Q3,4,21
A0245,2025-Q4,4,43
A0245,2026-Q1,4,36
A0246,2025-Q1,4,34
A0246,2025-Q2,5,88
A0246,2025-Q3,4,17
A0246,2025-Q4,2,-22
A0246,2026-Q1,4,22
A0247,2025-Q1,3,-5
A0247,2025-Q2,4,48
A0247,2025-Q3,2,-34
A0247,2025-Q4,4,16
A0247,2026-Q1,4,40
A0248,2025-Q1,4,13
A0248,2025-Q2,4,28
A0248,2025-Q3,4,35
A0248,2025-Q4,3,11
A0248,2026-Q1,3,-21
A0249,2025-Q1,4,17
A0249,2025-Q2,3,8
A0249,2025-Q3,5,49
A0249,2025-Q4,4,22
A0249,2026-Q1,2,-34
A0250,2025-Q1,3,1
A0250,2025-Q2,4,17
A0250,2025-Q3,2,-55
A0250,2025-Q4,3,22
A0250,2026-Q1,4,40
A0251,2025-Q1,3,20
A0251,2025-Q2,4,17
A0251,2025-Q3,4,17
A0251,2025-Q4,3,21
A0251,2026-Q1,5,84
A0252,2025-Q1,3,11
A0252,2025-Q2,3,14
A0252,2025-Q3,4,40
A0252,2025-Q4,4,15
A0252,2026-Q1,4,22
A0253,2025-Q1,4,56
A0253,2025-Q2,4,38
A0253,2025-Q3,4,54
A0253,2025-Q4,4,31
A0253,2026-Q1,4,23
A0254,2025-Q1,4,47
A0254,2025-Q2,4,45
A0254,2025-Q3,4,31
A0254,2025-Q4,5,83
A0254,2026-Q1,3,-20
A0255,2025-Q1,3,17
A0255,2025-Q2,2,-21
A0255,2025-Q3,3,21
A0255,2025-Q4,4,35
A0255,2026-Q1,4,55
A0256,2025-Q1,5,55
A0256,2025-Q2,4,49
A0256,2025-Q3,4,20
A0256,2025-Q4,4,24
A0256,2026-Q1,3,2
A0257,2025-Q1,5,53
A0257,2025-Q2,3,5
A0257,2025-Q3,3,-22
A0257,2025-Q4,2,-38
A0257,2026-Q1,3,18
A0258,2025-Q1,3,-16
A0258,2025-Q2,4,34
A0258,2025-Q3,3,17
A0258,2025-Q4,4,48
A0259,2025-Q1,2,-44
A0259,2025-Q2,3,9
A0259,2025-Q3,4,46
A0259,2025-Q4,4,51
A0259,2026-Q1,4,39
A0260,2025-Q1,4,33
A0260,2025-Q2,3,0
A0260,2025-Q3,4,57
A0260,2025-Q4,4,52
A0260,2026-Q1,4,30
A0261,2025-Q1,3,-14
A0261,2025-Q2,3,-18
A0261,2025-Q3,4,25
A0261,2025-Q4,5,58
A0261,2026-Q1,3,11
A0262,2025-Q1,3,7
A0262,2025-Q2,3,4
A0262,2025-Q3,2,-29
A0262,2025-Q4,3,-13
A0262,2026-Q1,4,44
A0263,2025-Q1,4,19
A0263,2025-Q2,3,-22
A0263,2025-Q3,4,23
A0263,2025-Q4,4,36
A0263,2026-Q1,3,-13
A0264,2025-Q1,3,20
A0264,2025-Q2,3,0
A0264,2025-Q3,4,47
A0264,2025-Q4,4,15
A0264,2026-Q1,4,23
A0265,2025-Q1,2,-24
A0265,2025-Q2,5,67
A0265,2025-Q3,4,51
A0265,2025-Q4,5,67
A0265,2026-Q1,3,-15
A0266,2025-Q1,4,46
A0266,2025-Q2,5,48
A0266,2025-Q3,3,22
A0266,2025-Q4,3,-7
A0266,2026-Q1,3,-19
A0267,2025-Q1,5,81
A0267,2025-Q2,4,35
A0267,2025-Q3,3,-17
A0267,2025-Q4,3,-11
A0267,2026-Q1,3,12
A0268,2025-Q1,2,-50
A0268,2025-Q2,3,8
A0268,2025-Q3,3,-12
A0268,2025-Q4,4,20
A0268,2026-Q1,4,49
A0269,2025-Q1,3,-18
A0269,2025-Q2,4,25
A0269,2025-Q3,3,0
A0269,2025-Q4,4,38
A0269,2026-Q1,2,-38
A0270,2025-Q1,4,54
A0270,2025-Q2,3,16
A0270,2025-Q3,4,40
A0270,2025-Q4,3,17
A0270,2026-Q1,5,66
A0271,2025-Q1,4,55
A0271,2025-Q2,3,15
A0271,2025-Q3,3,-10
A0271,2025-Q4,3,18
A0271,2026-Q1,3,-12
A0272,2025-Q1,5,58
A0272,2025-Q2,4,45
A0272,2025-Q3,3,-10
A0273,2025-Q1,4,19
A0273,2025-Q2,2,-36
A0273,2025-Q3,3,-21
A0273,2025-Q4,3,9
A0273,2026-Q1,4,40
A0274,2025-Q1,3,4
A0274,2025-Q2,4,16
A0274,2025-Q3,4,53
A0274,2025-Q4,3,0
A0274,2026-Q1,4,14
A0275,2025-Q1,4,41
A0275,2025-Q2,4,55
A0275,2025-Q3,5,70
A0275,2025-Q4,5,51
A0275,2026-Q1,3,-22
A0276,2025-Q1,3,-4
A0276,2025-Q2,5,69
A0276,2025-Q3,5,83
A0276,2025-Q4,4,13
A0276,2026-Q1,4,20
A0277,2025-Q1,4,40
A0277,2025-Q2,4,36
A0277,2025-Q3,3,-13
A0277,2025-Q4,4,45
A0277,2026-Q1,3,1
A0278,2025-Q1,4,19
A0278,2025-Q2,4,52
A0278,2025-Q3,3,10
A0278,2025-Q4,3,-6
A0278,2026-Q1,3,-18
A0279,2025-Q1,4,21
A0279,2025-Q2,3,-7
A0279,2025-Q3,4,52
A0279,2025-Q4,3,-6
A0279,2026-Q1,3,4
A0280,2025-Q1,5,50
A0280,2025-Q2,3,1
A0280,2025-Q3,3,-4
A0280,2025-Q4,4,13
A0280,2026-Q1,2,-51
A0281,2025-Q1,4,17
A0281,2025-Q2,4,39
A0281,2025-Q3,2,-23
A0281,2025-Q4,4,19
A0281,2026-Q1,4,49
A0282,2025-Q1,4,18
A0282,2025-Q2,4,16
A0282,2025-Q3,3,-14
A0282,2025-Q4,5,49
A0282,2026-Q1,4,57
A0283,2025-Q1,3,12
A0283,2025-Q2,3,-10
A0283,2025-Q3,3,-15
A0283,2025-Q4,3,3
A0283,2026-Q1,3,22
A0284,2025-Q1,4,31
A0285,2025-Q1,4,20
A0285,2025-Q2,2,-31
A0285,2025-Q3,3,18
A0285,2025-Q4,3,-16
A0285,2026-Q1,4,34
A0286,2025-Q1,4,21
A0286,2025-Q2,4,54
A0286,2025-Q3,5,49
A0286,2025-Q4,4,22
A0286,2026-Q1,4,43
A0287,2025-Q1,3,-2
A0287,2025-Q2,3,-10
A0287,2025-Q3,4,46
A0287,2025-Q4,4,21
A0287,2026-Q1,4,48
A0288,2025-Q1,4,39
A0288,2025-Q2,4,18
A0288,2025-Q3,2,-50
A0288,2025-Q4,3,19
A0288,2026-Q1,3,-18
A0289,2025-Q1,4,56
A0289,2025-Q2,3,20
A0289,2025-Q3,4,30
A0289,2025-Q4,4,33
A0289,2026-Q1,2,-37
A0290,2025-Q1,4,23
A0290,2025-Q2,4,25
A0290,2025-Q3,2,-55
A0290,2025-Q4,2,-55
A0290,2026-Q1,4,50
A0291,2025-Q1,3,4
A0291,2025-Q2,4,41
A0291,2025-Q3,4,53
A0291,2025-Q4,4,52
A0291,2026-Q1,3,18
A0292,2025-Q1,4,43
A0292,2025-Q2,5,55
A0292,2025-Q3,4,36
A0292,2025-Q4,4,44
A0292,2026-Q1,3,17
A0293,2025-Q1,4,16
A0293,2025-Q2,3,-19
A0293,2025-Q3,3,12
A0293,2025-Q4,2,-51
A0293,2026-Q1,4,49
A0294,2025-Q1,3,11
A0294,2025-Q2,3,-2
A0294,2025-Q3,4,43
A0294,2025-Q4,4,39
A0294,2026-Q1,4,45
A0295,2025-Q1,4,53
A0295,2025-Q2,4,49
A0295,2025-Q3,4,19
A0295,2025-Q4,4,15
A0295,2026-Q1,4,38
A0296,2025-Q1,3,13
A0297,2025-Q1,4,24
A0297,2025-Q2,4,24
A0297,2025-Q3,4,27
A0297,2025-Q4,4,25
A0297,2026-Q1,3,11
A0298,2025-Q1,4,43
A0298,2025-Q2,2,-21
A0298,2025-Q3,3,12
A0298,2025-Q4,3,-21
A0298,2026-Q1,4,35
A0299,2025-Q1,4,28
A0299,2025-Q2,5,70
A0299,2025-Q3,4,51
A0299,2025-Q4,4,33
A0299,2026-Q1,5,59
A0300,2025-Q1,4,21
A0300,2025-Q2,3,-16
A0300,2025-Q3,3,22
A0300,2025-Q4,4,17
A0300,2026-Q1,3,15
A0301,2025-Q1,4,44
A0301,2025-Q2,4,14
A0301,2025-Q3,4,44
A0301,2025-Q4,3,4
A0301,2026-Q1,4,18
A0302,2025-Q1,4,36
A0302,2025-Q2,3,-19
A0302,2025-Q3,4,35
A0302,2025-Q4,3,-16
A0302,2026-Q1,3,16
A0303,2025-Q1,3,2
A0303,2025-Q2,3,-13
A0304,2025-Q1,3,-10
A0304,2025-Q2,3,-10
A0304,2025-Q3,3,-17
A0304,2025-Q4,3,13
A0304,2026-Q1,3,-1
A0305,2025-Q1,4,22
A0305,2025-Q2,4,20
A0305,2025-Q3,4,16
A0305,2025-Q4,5,56
A0305,2026-Q1,5,78
A0306,2025-Q1,4,22
A0306,2025-Q2,4,18
A0306,2025-Q3,4,41
A0306,2025-Q4,3,13
A0306,2026-Q1,5,72
A0307,2025-Q1,3,-12
A0307,2025-Q2,4,32
A0307,2025-Q3,5,86
A0307,2025-Q4,4,53
A0307,2026-Q1,5,58
A0308,2025-Q1,4,18
A0308,2025-Q2,3,-21
A0308,2025-Q3,3,-15
A0308,2025-Q4,3,-8
A0308,2026-Q1,4,15
A0309,2025-Q1,4,43
A0309,2025-Q2,4,49
A0309,2025-Q3,4,44
A0309,2025-Q4,3,1
A0309,2026-Q1,4,27
A0310,2025-Q1,4,26
A0310,2025-Q2,5,78
A0310,2025-Q3,3,1
A0310,2025-Q4,3,17
A0310,2026-Q1,3,-11
A0311,2025-Q1,3,-2
A0311,2025-Q2,3,11
A0311,2025-Q3,4,32
A0311,2025-Q4,4,33
A0311,2026-Q1,3,3
A0312,2025-Q1,4,15
A0312,2025-Q2,3,-8
A0312,2025-Q3,4,43
A0312,2025-Q4,2,-54
A0312,2026-Q1,4,24
A0313,2025-Q1,3,-4
A0313,2025-Q2,4,33
A0313,2025-Q3,3,-2
A0313,2025-Q4,4,53
A0313,2026-Q1,3,10
A0314,2025-Q1,4,25
A0314,2025-Q2,4,23
A0314,2025-Q3,4,44
A0314,2025-Q4,4,44
A0314,2026-Q1,4,55
A0315,2025-Q1,4,57
A0315,2025-Q2,3,22
A0315,2025-Q3,3,19
A0315,2025-Q4,3,-3
A0315,2026-Q1,3,0
A0316,2025-Q1,3,17
A0316,2025-Q2,4,33
A0316,2025-Q3,4,30
A0316,2025-Q4,4,18
A0316,2026-Q1,2,-54
A0317,2025-Q1,4,20
A0317,2025-Q2,3,16
A0317,2025-Q3,3,-9
A0317,2025-Q4,3,-21
A0317,2026-Q1,3,17
A0318,2025-Q1,4,55
A0318,2025-Q2,3,14
A0318,2025-Q3,3,3
A0318,2025-Q4,3,-5
A0318,2026-Q1,2,-28
A0319,2025-Q1,4,56
A0319,2025-Q2,4,44
A0319,2025-Q3,4,45
A0319,2025-Q4,5,70
A0319,2026-Q1,3,11
A0320,2025-Q1,4,33
A0320,2025-Q2,3,12
A0320,2025-Q3,4,32
A0320,2025-Q4,4,27
A0320,2026-Q1,4,25
A0321,2025-Q1,5,83
A0321,2025-Q2,4,22
A0321,2025-Q3,5,91
A0321,2025-Q4,3,15
A0321,2026-Q1,4,15
A0322,2025-Q1,4,48
A0322,2025-Q2,4,34
A0322,2025-Q3,4,51
A0322,2025-Q4,3,14
A0322,2026-Q1,4,52
A0323,2025-Q1,3,5
A0323,2025-Q2,4,40
A0323,2025-Q3,5,83
A0323,2025-Q4,2,-38
A0323,2026-Q1,2,-47
A0324,2025-Q1,4,33
A0324,2025-Q2,3,4
A0324,2025-Q3,5,81
A0324,2025-Q4,4,15
A0324,2026-Q1,5,71
A0325,2025-Q1,3,-3
A0325,2025-Q2,4,43
A0325,2025-Q3,3,8
A0325,2025-Q4,5,77
A0325,2026-Q1,2,-46
A0326,2025-Q1,4,18
A0326,2025-Q2,3,-12
A0326,2025-Q3,5,83
A0326,2025-Q4,3,-21
A0326,2026-Q1,3,6
A0327,2025-Q1,5,65
A0327,2025-Q2,3,-21
A0327,2025-Q3,3,-10
A0327,2025-Q4,3,-13
A0327,2026-Q1,2,-15
A0328,2025-Q1,3,1
A0328,2025-Q2,3,-2
A0328,2025-Q3,5,90
A0328,2025-Q4,3,15
A0328,2026-Q1,4,46
A0329,2025-Q1,4,47
A0329,2025-Q2,4,47
A0329,2025-Q3,2,-55
A0329,2025-Q4,5,50
A0329,2026-Q1,4,24
A0330,2025-Q1,4,20
A0330,2025-Q2,2,-14
A0330,2025-Q3,2,-16
A0330,2025-Q4,4,30
A0330,2026-Q1,3,-19
A0331,2025-Q1,4,14
A0331,2025-Q2,3,2
A0331,2025-Q3,4,48
A0331,2025-Q4,5,64
A0331,2026-Q1,4,49
A0332,2025-Q1,4,46
A0332,2025-Q2,2,-15
A0332,2025-Q3,4,37
A0332,2025-Q4,2,-32
A0332,2026-Q1,3,-14
A0333,2025-Q1,3,-3
A0333,2025-Q2,2,-49
A0333,2025-Q3,4,14
A0333,2025-Q4,3,-21
A0333,2026-Q1,3,9
A0334,2025-Q1,4,49
A0334,2025-Q2,4,49
A0334,2025-Q3,4,46
A0334,2025-Q4,2,-44
A0334,2026-Q1,3,21
A0335,2025-Q1,4,44
A0335,2025-Q2,4,44
A0335,2025-Q3,4,55
A0335,2025-Q4,4,14
A0335,2026-Q1,4,20
A0336,2025-Q1,4,44
A0336,2025-Q2,5,77
A0336,2025-Q3,4,32
A0336,2025-Q4,4,56
A0336,2026-Q1,4,19
A0337,2025-Q1,4,37
A0337,2025-Q2,3,-18
A0337,2025-Q3,3,-20
A0337,2025-Q4,3,-13
A0337,2026-Q1,4,27
A0338,2025-Q1,3,5
A0338,2025-Q2,4,37
A0338,2025-Q3,3,-12
A0338,2025-Q4,2,-54
A0338,2026-Q1,4,16
A0339,2025-Q1,5,74
A0339,2025-Q2,4,37
A0339,2025-Q3,4,51
A0339,2025-Q4,4,18
A0339,2026-Q1,4,34
A0340,2025-Q1,3,-13
A0340,2025-Q2,4,42
A0340,2025-Q3,4,39
A0340,2025-Q4,4,33
A0340,2026-Q1,3,8
A0341,2025-Q1,4,35
A0341,2025-Q2,4,54
A0341,2025-Q3,4,56
A0341,2025-Q4,3,10
A0341,2026-Q1,4,23
A0342,2025-Q1,4,50
A0342,2025-Q2,3,3
A0342,2025-Q3,3,19
A0342,2025-Q4,3,12
A0342,2026-Q1,5,67
A0343,2025-Q1,4,42
A0343,2025-Q2,3,9
A0343,2025-Q3,3,-14
A0343,2025-Q4,4,56
A0343,2026-Q1,4,25
A0344,2025-Q1,4,23
A0344,2025-Q2,3,2
A0344,2025-Q3,3,22
A0344,2025-Q4,4,39
A0344,2026-Q1,3,1
A0345,2025-Q1,5,87
A0345,2025-Q2,4,14
A0345,2025-Q3,4,28
A0345,2025-Q4,2,-47
A0345,2026-Q1,4,22
A0346,2025-Q1,4,14
A0346,2025-Q2,3,-5
A0346,2025-Q3,4,49
A0346,2025-Q4,2,-27
A0346,2026-Q1,3,1
A0347,2025-Q1,4,28
A0347,2025-Q2,4,45
A0347,2025-Q3,3,-21
A0347,2025-Q4,3,-2
A0347,2026-Q1,4,37
A0348,2025-Q1,3,-7
A0348,2025-Q2,4,13
A0348,2025-Q3,3,-18
A0348,2025-Q4,4,51
A0348,2026-Q1,5,62
A0349,2025-Q1,4,19
A0349,2025-Q2,3,13
A0349,2025-Q3,3,-1
A0349,2025-Q4,3,4
A0349,2026-Q1,4,46
A0350,2025-Q1,4,21
A0350,2025-Q2,4,15
A0350,2025-Q3,3,3
A0350,2025-Q4,4,31
A0350,2026-Q1,3,13
A0351,2025-Q1,2,-26
A0351,2025-Q2,3,-6
A0351,2025-Q3,3,-11
A0351,2025-Q4,2,-28
A0351,2026-Q1,4,30
A0352,2025-Q1,5,71
A0352,2025-Q2,4,17
A0352,2025-Q3,4,57
A0352,2025-Q4,3,-22
A0352,2026-Q1,5,69
A0353,2025-Q1,4,44
A0353,2025-Q2,4,15
A0353,2025-Q3,3,20
A0353,2025-Q4,4,14
A0353,2026-Q1,4,14
A0354,2025-Q1,4,35
A0354,2025-Q2,4,39
A0354,2025-Q3,4,30
A0354,2025-Q4,4,30
A0354,2026-Q1,2,-28
A0355,2025-Q1,4,39
A0355,2025-Q2,3,16
A0355,2025-Q3,4,55
A0355,2025-Q4,4,47
A0355,2026-Q1,2,-16
A0356,2025-Q1,3,-5
A0356,2025-Q2,3,-21
A0356,2025-Q3,3,-14
A0356,2025-Q4,3,-10
A0356,2026-Q1,4,30
A0357,2025-Q1,4,17
A0357,2025-Q2,4,25
A0357,2025-Q3,5,90
A0357,2025-Q4,3,-20
A0357,2026-Q1,4,14
A0358,2025-Q1,4,34
A0358,2025-Q2,4,13
A0358,2025-Q3,3,4
A0358,2025-Q4,3,-17
A0358,2026-Q1,4,46
A0359,2025-Q1,5,82
A0359,2025-Q2,4,49
A0359,2025-Q3,3,7
A0359,2025-Q4,3,0
A0359,2026-Q1,2,-34
A0360,2025-Q1,4,21
A0360,2025-Q2,4,27
A0360,2025-Q3,3,7
A0360,2025-Q4,2,-22
A0360,2026-Q1,4,20
A0361,2025-Q1,4,57
A0361,2025-Q2,4,22
A0361,2025-Q3,3,-8
A0361,2025-Q4,3,21
A0361,2026-Q1,5,68
A0362,2025-Q1,4,50
A0362,2025-Q2,4,32
A0362,2025-Q3,4,34
A0362,2025-Q4,3,-22
A0362,2026-Q1,4,38
A0363,2025-Q1,3,1
A0363,2025-Q2,4,33
A0363,2025-Q3,4,19
A0363,2025-Q4,4,26
A0363,2026-Q1,4,41
A0364,2025-Q1,5,67
A0364,2025-Q2,3,18
A0364,2025-Q3,4,15
A0364,2025-Q4,3,-7
A0365,2025-Q1,2,-55
A0365,2025-Q2,3,-19
A0365,2025-Q3,5,51
A0365,2025-Q4,4,28
A0365,2026-Q1,4,18
A0366,2025-Q1,3,-11
A0366,2025-Q2,5,49
A0366,2025-Q3,4,57
A0366,2025-Q4,4,37
A0366,2026-Q1,3,0
A0367,2025-Q1,5,81
A0367,2025-Q2,5,53
A0367,2025-Q3,4,48
A0367,2025-Q4,3,16
A0367,2026-Q1,4,14
A0368,2025-Q1,4,17
A0368,2025-Q2,3,-1
A0368,2025-Q3,3,12
A0368,2025-Q4,4,44
A0368,2026-Q1,4,33
A0369,2025-Q1,4,22
A0369,2025-Q2,5,89
A0369,2025-Q3,4,31
A0369,2025-Q4,2,-51
A0369,2026-Q1,4,19
A0370,2025-Q1,3,5
A0370,2025-Q2,4,14
A0370,2025-Q3,4,26
A0370,2025-Q4,3,-7
A0370,2026-Q1,4,50
A0371,2025-Q1,4,44
A0371,2025-Q2,4,25
A0371,2025-Q3,3,-22
A0371,2025-Q4,5,68
A0371,2026-Q1,4,48
A0372,2025-Q1,5,50
A0372,2025-Q2,4,28
A0372,2025-Q3,4,45
A0372,2025-Q4,3,12
A0372,2026-Q1,4,28
A0373,2025-Q1,3,22
A0373,2025-Q2,3,-16
A0373,2025-Q3,5,59
A0373,2025-Q4,2,-37
A0373,2026-Q1,3,-10
A0374,2025-Q1,2,-15
A0374,2025-Q2,4,38
A0374,2025-Q3,5,68
A0374,2025-Q4,4,45
A0374,2026-Q1,3,-7
A0375,2025-Q1,4,41
A0375,2025-Q2,2,-21
A0375,2025-Q3,4,57
A0375,2025-Q4,3,21
A0375,2026-Q1,4,18
A0376,2025-Q1,3,11
A0376,2025-Q2,3,-15
A0376,2025-Q3,3,3
A0376,2025-Q4,4,54
A0376,2026-Q1,2,-40
A0377,2025-Q1,4,52
A0377,2025-Q2,4,27
A0377,2025-Q3,3,-7
