account_id,account_name,logo_acquisition_year,fiscal_quarter,created_date,close_date,region,account_vertical,product_line,deal_type,outcome,contract_term_years,acv_usd,tcv_usd,deal_source,discount_pct,primary_loss_reason
A1222,Aurora Works Inc,2022,2025-Q2,2024-10-22,2025-05-20,AMER,Technology,Platform,land,lost,1,66000,66000,partner,56.9,Stakeholder — champion departed / reorg
A1223,Meridian Grid,2022,2025-Q2,2024-09-10,2025-04-17,AMER,Professional Services,Security,land,lost,3,41000,123000,sales_outbound,50.1,Adoption — low usage or failed rollout
A1224,Pinnacle Systems,2022,2025-Q2,2024-12-20,2025-06-26,EMEA,Financial Services,Analytics,land,lost,3,189000,567000,inbound,46.5,Stakeholder — champion departed / reorg
A1225,Northwind Dynamics Inc,2022,2025-Q2,2025-01-03,2025-05-05,EMEA,Retail,Platform,land,lost,3,129000,387000,inbound,61.6,Pricing — lower competitive quote
A1226,Northwind Dynamics Inc,2022,2025-Q2,2024-12-06,2025-05-17,AMER,Healthcare,Analytics,land,lost,3,244000,732000,sales_outbound,70.4,Commercial — payment or term mismatch
A1227,Vertex Logic Inc,2022,2025-Q2,2024-10-11,2025-04-25,APAC,Technology,Analytics,land,lost,3,269000,807000,sales_outbound,57.7,Timing — deprioritized / no decision
A1228,Meridian Labs Inc,2022,2025-Q2,2024-10-27,2025-05-15,EMEA,Retail,Platform,land,lost,1,66000,66000,inbound,45.4,Stakeholder — champion departed / reorg
A1229,Meridian Systems,2022,2025-Q2,2024-08-15,2025-04-08,APAC,Professional Services,Security,land,lost,3,244000,732000,csm_expansion,57.4,Product — capability or roadmap gap
A1230,Parallel Systems Inc,2022,2025-Q2,2024-09-20,2025-04-11,APAC,Healthcare,Security,land,lost,3,16000,48000,inbound,69,Commercial — payment or term mismatch
A1231,Northwind Labs Inc,2022,2025-Q2,2025-01-22,2025-05-10,AMER,Technology,Security,land,lost,3,51000,153000,sales_outbound,60.5,Product — capability or roadmap gap
A1232,Cobalt Works,2022,2025-Q2,2024-09-23,2025-05-30,APAC,Financial Services,Security,land,lost,3,15000,45000,csm_expansion,43.5,Stakeholder — champion departed / reorg
A1233,Cobalt Systems Inc,2022,2025-Q2,2024-08-17,2025-05-21,AMER,Healthcare,Analytics,land,lost,3,28000,84000,sales_outbound,36.3,Stakeholder — champion departed / reorg
A1234,Pinnacle Logic Inc,2022,2025-Q2,2024-09-04,2025-04-04,APAC,Financial Services,Analytics,land,lost,3,99000,297000,inbound,34.3,Adoption — low usage or failed rollout
A1235,Pinnacle Bridge Inc,2022,2025-Q2,2025-01-22,2025-06-21,EMEA,Technology,Analytics,land,lost,2,206000,412000,inbound,55.9,Timing — deprioritized / no decision
A1236,BluePeak Grid,2022,2025-Q2,2024-08-14,2025-04-18,APAC,Healthcare,Security,land,lost,4,72000,288000,sales_outbound,24.4,Pricing — budget freeze or cuts
A1237,Parallel Works,2022,2025-Q2,2024-11-16,2025-06-24,APAC,Retail,Analytics,land,lost,3,22000,66000,sales_outbound,63.5,Procurement — vendor consolidation
A1238,Pinnacle Logic Inc,2022,2025-Q2,2024-08-27,2025-04-26,EMEA,Technology,Analytics,land,lost,3,13000,39000,csm_expansion,39.6,Timing — deprioritized / no decision
A1239,Meridian Works Inc,2022,2025-Q2,2024-12-20,2025-06-27,APAC,Professional Services,Security,land,lost,4,72000,288000,inbound,37.4,Commercial — payment or term mismatch
A1240,Vertex Systems Inc,2022,2025-Q2,2024-10-09,2025-06-19,APAC,Technology,Security,land,lost,3,51000,153000,inbound,75.4,Product — capability or roadmap gap
A1241,Meridian Bridge Inc,2022,2025-Q2,2024-12-12,2025-05-31,AMER,Financial Services,Platform,land,lost,3,13000,39000,sales_outbound,70.9,Timing — deprioritized / no decision
A1242,Granite Logic Inc,2022,2025-Q2,2024-12-31,2025-05-20,AMER,Financial Services,Analytics,land,lost,2,88000,176000,partner,81.8,Pricing — rejected renewal uplift
A1243,Cobalt Labs Inc,2023,2025-Q2,2024-10-19,2025-05-15,EMEA,Manufacturing,Platform,land,lost,3,244000,732000,csm_expansion,54.2,Pricing — lower competitive quote
A1244,Vertex Works,2022,2025-Q2,2025-02-27,2025-06-14,AMER,Retail,Security,land,lost,3,25000,75000,inbound,79.7,Value — ROI / business case not approved
A1245,Aurora Cloud,2022,2025-Q2,2025-01-25,2025-04-30,APAC,Healthcare,Analytics,land,lost,3,126000,378000,csm_expansion,36.7,Value — ROI / business case not approved
A1246,Silverline Systems Inc,2022,2025-Q2,2024-12-02,2025-04-19,EMEA,Retail,Platform,land,lost,3,15000,45000,sales_outbound,48.3,Stakeholder — champion departed / reorg
A1247,Aurora Labs Inc,2022,2025-Q2,2024-09-11,2025-04-15,APAC,Healthcare,Security,land,lost,3,32000,96000,sales_outbound,65.8,Competitor — won evaluation
A1248,BluePeak Bridge,2022,2025-Q2,2024-12-04,2025-05-26,AMER,Financial Services,Platform,land,lost,4,58000,232000,inbound,48.6,Risk — security or compliance
A1249,BluePeak Systems Inc,2023,2025-Q2,2025-01-09,2025-06-15,APAC,Financial Services,Security,land,lost,3,32000,96000,inbound,37.7,Commercial — payment or term mismatch
A1250,Silverline Logic Inc,2022,2025-Q2,2024-07-23,2025-04-16,EMEA,Financial Services,Platform,land,lost,3,69000,207000,partner,14.8,Value — ROI / business case not approved
A1251,Pinnacle Dynamics,2022,2025-Q2,2024-12-17,2025-06-14,AMER,Financial Services,Analytics,land,lost,3,43000,129000,sales_outbound,52.3,Procurement — vendor consolidation
A1252,Silverline Grid,2022,2025-Q2,2024-08-19,2025-05-10,AMER,Professional Services,Security,land,lost,3,89000,267000,inbound,34.6,Pricing — budget freeze or cuts
A1253,Parallel Cloud Inc,2022,2025-Q2,2024-11-19,2025-06-01,EMEA,Financial Services,Analytics,land,lost,3,23000,69000,inbound,79.4,Procurement — vendor consolidation
A1254,Meridian Labs Inc,2022,2025-Q2,2024-12-31,2025-04-22,APAC,Manufacturing,Platform,land,lost,4,58000,232000,partner,49.5,Pricing — rejected renewal uplift
A1255,Meridian Dynamics,2020,2025-Q2,2024-10-27,2025-04-26,EMEA,Healthcare,Platform,land,lost,3,82000,246000,sales_outbound,36.3,Procurement — vendor consolidation
A1256,Cobalt Dynamics,2022,2025-Q2,2024-11-27,2025-04-20,EMEA,Healthcare,Security,land,lost,3,225000,675000,event,19.8,Timing — deprioritized / no decision
A1257,Pinnacle Cloud,2020,2025-Q2,2025-03-18,2025-05-25,APAC,Manufacturing,Security,land,lost,2,13000,26000,sales_outbound,57.7,Pricing — rejected renewal uplift
A1258,Meridian Labs,2022,2025-Q2,2024-10-29,2025-04-28,AMER,Technology,Platform,land,lost,3,28000,84000,csm_expansion,55.6,Pricing — lower competitive quote
A1259,Pinnacle Dynamics Inc,2022,2025-Q2,2024-10-07,2025-05-20,EMEA,Healthcare,Security,land,lost,3,82000,246000,inbound,54.2,Competitor — won evaluation
A1260,Granite Labs Inc,2022,2025-Q2,2024-10-10,2025-04-02,APAC,Financial Services,Analytics,land,lost,2,13000,26000,event,38.1,Pricing — rejected renewal uplift
A1261,Vertex Labs,2022,2025-Q2,2024-08-20,2025-04-26,APAC,Retail,Security,land,lost,3,269000,807000,partner,57.4,Adoption — low usage or failed rollout
A1262,Parallel Labs Inc,2022,2025-Q2,2025-01-08,2025-04-27,EMEA,Manufacturing,Analytics,land,lost,3,41000,123000,inbound,58.4,Procurement — vendor consolidation
A1263,Pinnacle Systems Inc,2022,2025-Q2,2024-11-12,2025-06-03,EMEA,Professional Services,Security,land,lost,3,79000,237000,inbound,47,Value — ROI / business case not approved
A1264,Northwind Logic Inc,2022,2025-Q2,2024-11-16,2025-05-29,AMER,Technology,Security,land,lost,3,224000,672000,event,14.9,Pricing — rejected renewal uplift
A1265,Aurora Works,2022,2025-Q2,2024-10-15,2025-04-29,EMEA,Retail,Platform,land,lost,3,224000,672000,csm_expansion,63.3,Procurement — vendor consolidation
A1266,Vertex Systems Inc,2022,2025-Q2,2024-11-25,2025-06-04,AMER,Manufacturing,Platform,land,lost,3,43000,129000,sales_outbound,47.7,Commercial — payment or term mismatch
A0329,Cobalt Systems,2022,2025-Q2,2024-10-19,2025-04-27,AMER,Professional Services,Analytics,expand,lost,3,30000,90000,inbound,22,Competitor — won evaluation
A0886,Granite Cloud,2022,2025-Q2,2025-02-11,2025-06-16,APAC,Retail,Platform,expand,lost,3,49000,147000,sales_outbound,60,Pricing — rejected renewal uplift
A1204,Vertex Dynamics,2022,2025-Q2,2024-10-02,2025-04-21,AMER,Professional Services,Security,expand,lost,3,49000,147000,partner,63.4,Pricing — budget freeze or cuts
A1041,Granite Dynamics,2022,2025-Q2,2024-08-28,2025-04-02,APAC,Manufacturing,Platform,expand,lost,3,24000,72000,csm_expansion,59.8,Competitor — won evaluation
A0660,Pinnacle Labs,2022,2025-Q2,2024-09-21,2025-05-07,APAC,Financial Services,Security,expand,lost,3,16000,48000,partner,58.1,Timing — deprioritized / no decision
A0794,Meridian Works,2024,2025-Q2,2024-09-22,2025-04-20,APAC,Technology,Analytics,expand,lost,1,19000,19000,partner,39.6,Procurement — vendor consolidation
A0336,Vertex Dynamics Inc,2022,2025-Q2,2024-07-04,2025-04-02,AMER,Technology,Analytics,expand,lost,3,106000,318000,csm_expansion,61.2,Adoption — low usage or failed rollout
A1255,Meridian Dynamics,2020,2025-Q2,2024-12-30,2025-06-26,EMEA,Healthcare,Platform,expand,lost,5,22000,110000,sales_outbound,74.3,Commercial — payment or term mismatch
A1246,Silverline Systems Inc,2022,2025-Q2,2024-12-28,2025-04-25,EMEA,Retail,Analytics,expand,lost,3,24000,72000,inbound,53.7,Value — ROI / business case not approved
A0657,Meridian Labs,2022,2025-Q2,2024-08-10,2025-04-10,APAC,Retail,Platform,expand,lost,3,60000,180000,sales_outbound,78,Pricing — rejected renewal uplift
A0644,Meridian Works,2022,2025-Q2,2024-11-12,2025-05-15,APAC,Professional Services,Analytics,expand,lost,3,185000,555000,csm_expansion,55.7,Pricing — lower competitive quote
A0452,Granite Dynamics,2022,2025-Q2,2024-10-22,2025-05-18,AMER,Manufacturing,Security,expand,lost,3,13000,39000,sales_outbound,83,Pricing — lower competitive quote
A0446,BluePeak Grid,2022,2025-Q2,2024-11-01,2025-06-26,EMEA,Technology,Analytics,expand,lost,3,25000,75000,event,55.7,Pricing — rejected renewal uplift
A0334,Vertex Bridge,2022,2025-Q2,2025-01-02,2025-04-15,AMER,Manufacturing,Platform,expand,lost,3,27000,81000,inbound,29.1,Value — ROI / business case not approved
A0608,BluePeak Logic Inc,2021,2025-Q2,2024-12-09,2025-05-14,APAC,Healthcare,Platform,expand,lost,5,134000,670000,sales_outbound,61.7,Timing — deprioritized / no decision
A1248,BluePeak Bridge,2022,2025-Q2,2024-09-12,2025-05-18,AMER,Financial Services,Analytics,expand,lost,3,16000,48000,event,34,Timing — deprioritized / no decision
A0308,Aurora Systems,2022,2025-Q2,2024-10-27,2025-04-10,APAC,Manufacturing,Analytics,expand,lost,3,60000,180000,event,57.7,Competitor — won evaluation
A0331,Aurora Works Inc,2022,2025-Q2,2024-12-14,2025-05-04,AMER,Manufacturing,Security,expand,lost,3,13000,39000,inbound,62.4,Pricing — budget freeze or cuts
A0004,Northwind Works,2022,2025-Q2,2024-10-15,2025-06-05,AMER,Technology,Analytics,expand,lost,3,247000,741000,inbound,33.7,Pricing — budget freeze or cuts
A1047,Parallel Systems,2022,2025-Q2,2025-01-31,2025-06-12,APAC,Retail,Platform,expand,lost,3,50000,150000,event,60.2,Adoption — low usage or failed rollout
A0705,Vertex Systems Inc,2022,2025-Q2,2025-01-16,2025-05-23,APAC,Healthcare,Analytics,expand,lost,3,247000,741000,inbound,37.3,Risk — security or compliance
A0622,Pinnacle Works,2023,2025-Q2,2025-02-21,2025-05-19,APAC,Financial Services,Platform,expand,lost,2,232000,464000,event,21.2,Pricing — lower competitive quote
A0654,Cobalt Systems Inc,2024,2025-Q2,2025-01-12,2025-06-20,EMEA,Healthcare,Security,expand,lost,1,25000,25000,csm_expansion,48.9,Commercial — payment or term mismatch
A0992,BluePeak Labs Inc,2022,2025-Q2,2024-11-27,2025-05-31,APAC,Financial Services,Platform,expand,lost,3,60000,180000,inbound,75.8,Timing — deprioritized / no decision
A0047,Northwind Dynamics,2022,2025-Q2,2024-09-24,2025-04-28,APAC,Technology,Platform,expand,lost,3,224000,672000,inbound,43.2,Value — ROI / business case not approved
A0864,Aurora Dynamics,2022,2025-Q2,2024-09-28,2025-04-30,AMER,Professional Services,Security,expand,lost,3,49000,147000,partner,19.6,Procurement — vendor consolidation
A0616,Vertex Logic,2023,2025-Q2,2025-02-10,2025-06-28,APAC,Retail,Analytics,expand,lost,3,247000,741000,inbound,54,Procurement — vendor consolidation
A0457,Aurora Dynamics Inc,2023,2025-Q2,2025-03-09,2025-06-29,APAC,Retail,Platform,expand,lost,3,134000,402000,csm_expansion,51.2,Procurement — vendor consolidation
A0373,BluePeak Bridge,2022,2025-Q2,2024-11-27,2025-05-04,APAC,Retail,Security,expand,lost,3,25000,75000,sales_outbound,27.1,Competitor — won evaluation
A0347,Silverline Dynamics,2022,2025-Q3,2025-06-20,2025-09-05,EMEA,Retail,Analytics,renew,won,3,198000,594000,csm_expansion,60.7,
A0252,Parallel Grid Inc,2022,2025-Q3,2024-12-16,2025-08-19,APAC,Manufacturing,Security,renew,won,3,47000,141000,csm_expansion,76.9,
A0172,Granite Works Inc,2022,2025-Q3,2025-02-12,2025-09-05,EMEA,Technology,Analytics,renew,won,3,101000,303000,inbound,56.5,
A0090,Silverline Systems,2020,2025-Q3,2025-06-24,2025-09-17,EMEA,Technology,Analytics,renew,won,5,260000,1300000,sales_outbound,52.6,
A0110,Vertex Cloud,2022,2025-Q3,2025-03-04,2025-09-04,EMEA,Technology,Security,renew,won,3,137000,411000,inbound,55.6,
A0329,Cobalt Systems,2022,2025-Q3,2024-12-13,2025-08-17,AMER,Professional Services,Platform,renew,won,3,112000,336000,event,59.2,
A0586,Granite Dynamics Inc,2022,2025-Q3,2025-05-18,2025-09-08,EMEA,Technology,Security,renew,won,3,468000,1404000,csm_expansion,52.2,
A0195,Vertex Works Inc,2022,2025-Q3,2025-04-23,2025-07-24,EMEA,Manufacturing,Analytics,renew,won,3,14000,42000,inbound,36,
A0072,Granite Dynamics,2024,2025-Q3,2025-03-04,2025-07-27,EMEA,Healthcare,Platform,renew,won,1,192000,192000,sales_outbound,27.8,
A0449,Silverline Systems Inc,2020,2025-Q3,2025-01-14,2025-07-27,EMEA,Professional Services,Analytics,renew,won,5,26000,130000,sales_outbound,25.5,
A0264,Vertex Systems,2022,2025-Q3,2025-03-24,2025-09-13,APAC,Retail,Security,renew,won,3,389000,1167000,sales_outbound,44.9,
A0109,Meridian Cloud,2022,2025-Q3,2025-02-20,2025-07-27,APAC,Technology,Security,renew,won,3,245000,735000,csm_expansion,60.6,
A0301,BluePeak Logic,2022,2025-Q3,2025-01-26,2025-08-22,AMER,Healthcare,Security,renew,won,3,159000,477000,inbound,51.3,
A0070,Pinnacle Systems,2022,2025-Q3,2024-12-09,2025-08-31,EMEA,Retail,Analytics,renew,won,3,27000,81000,csm_expansion,54,
A0486,Vertex Works,2022,2025-Q3,2025-02-08,2025-08-26,EMEA,Manufacturing,Analytics,renew,won,3,95000,285000,sales_outbound,61.8,
A0339,BluePeak Systems,2022,2025-Q3,2025-03-08,2025-08-26,AMER,Professional Services,Analytics,renew,won,3,91000,273000,sales_outbound,37.5,
A0210,Meridian Bridge,2022,2025-Q3,2025-04-10,2025-09-30,AMER,Professional Services,Security,renew,won,3,160000,480000,event,34.2,
A0570,Cobalt Grid Inc,2022,2025-Q3,2025-01-23,2025-07-03,EMEA,Technology,Analytics,renew,won,3,247000,741000,sales_outbound,30.1,
A0260,BluePeak Logic,2022,2025-Q3,2025-01-25,2025-07-27,APAC,Retail,Analytics,renew,won,3,200000,600000,sales_outbound,58.5,
A0423,Silverline Cloud Inc,2022,2025-Q3,2025-01-07,2025-08-09,APAC,Retail,Security,renew,won,3,52000,156000,sales_outbound,59.1,
A0592,BluePeak Grid,2022,2025-Q3,2025-01-10,2025-07-08,AMER,Manufacturing,Analytics,renew,won,3,40000,120000,sales_outbound,43.9,
A0425,Parallel Bridge Inc,2022,2025-Q3,2025-04-04,2025-09-19,AMER,Healthcare,Security,renew,won,3,21000,63000,partner,59.5,
A0063,Vertex Logic Inc,2020,2025-Q3,2024-12-20,2025-07-31,APAC,Retail,Analytics,renew,won,5,274000,1370000,event,78.8,
A0554,BluePeak Systems Inc,2022,2025-Q3,2025-03-08,2025-09-19,EMEA,Professional Services,Platform,renew,won,3,429000,1287000,sales_outbound,56.3,
A0256,Granite Logic,2023,2025-Q3,2025-01-10,2025-09-14,APAC,Financial Services,Platform,renew,won,2,143000,286000,csm_expansion,59.4,
A0418,Aurora Systems,2022,2025-Q3,2024-11-18,2025-07-17,APAC,Retail,Platform,renew,won,3,12000,36000,inbound,39.2,
A0150,BluePeak Labs,2022,2025-Q3,2025-04-03,2025-08-29,AMER,Retail,Security,renew,won,3,251000,753000,csm_expansion,71.7,
A0492,Parallel Systems,2022,2025-Q3,2025-01-27,2025-07-26,AMER,Financial Services,Analytics,renew,won,3,592000,1776000,inbound,50.4,
A0005,BluePeak Labs Inc,2022,2025-Q3,2025-02-20,2025-08-07,APAC,Technology,Platform,renew,won,3,18000,54000,inbound,58.7,
A0413,Northwind Works,2022,2025-Q3,2025-03-05,2025-08-23,AMER,Healthcare,Analytics,renew,won,3,83000,249000,csm_expansion,55.2,
A0332,Pinnacle Grid,2022,2025-Q3,2025-06-11,2025-09-30,EMEA,Professional Services,Analytics,renew,won,3,186000,558000,event,39.7,
A0272,Aurora Bridge Inc,2022,2025-Q3,2025-01-10,2025-08-22,APAC,Financial Services,Security,renew,won,3,210000,630000,inbound,58.3,
A0283,Granite Labs,2022,2025-Q3,2025-04-21,2025-09-07,APAC,Manufacturing,Platform,renew,won,3,94000,282000,inbound,33.3,
A0064,Silverline Labs Inc,2022,2025-Q3,2025-04-12,2025-08-27,EMEA,Healthcare,Analytics,renew,won,3,38000,114000,sales_outbound,45.4,
A0164,Cobalt Logic Inc,2022,2025-Q3,2025-01-17,2025-08-23,AMER,Professional Services,Security,renew,won,3,361000,1083000,inbound,62.4,
A0096,Aurora Cloud,2022,2025-Q3,2025-04-28,2025-09-27,EMEA,Technology,Security,renew,won,3,641000,1923000,event,66,
A0612,Meridian Works Inc,2022,2025-Q3,2025-02-06,2025-07-05,APAC,Healthcare,Security,renew,won,3,50000,150000,event,77.5,
A0620,Silverline Grid,2022,2025-Q3,2025-05-11,2025-08-07,AMER,Technology,Platform,renew,won,3,53000,159000,inbound,49.5,
A0324,BluePeak Systems,2022,2025-Q3,2025-06-16,2025-09-21,EMEA,Healthcare,Platform,renew,lost,3,223000,669000,inbound,26.4,Pricing — budget freeze or cuts
A0331,Aurora Works Inc,2022,2025-Q3,2025-01-23,2025-08-09,AMER,Manufacturing,Analytics,renew,won,3,203000,609000,sales_outbound,45.3,
A0295,Silverline Works Inc,2022,2025-Q3,2025-05-24,2025-08-28,EMEA,Retail,Platform,renew,won,3,116000,348000,csm_expansion,45.6,
A0036,Parallel Cloud Inc,2023,2025-Q3,2025-06-13,2025-09-26,APAC,Financial Services,Security,renew,lost,2,60000,120000,csm_expansion,54.6,Pricing — lower competitive quote
A0591,Silverline Cloud,2022,2025-Q3,2025-01-27,2025-07-27,AMER,Manufacturing,Analytics,renew,won,3,150000,450000,sales_outbound,32.2,
A0187,Pinnacle Bridge Inc,2022,2025-Q3,2024-12-01,2025-08-24,APAC,Professional Services,Analytics,renew,won,3,203000,609000,csm_expansion,84.2,
A0361,Meridian Dynamics,2022,2025-Q3,2025-04-18,2025-08-15,AMER,Retail,Platform,renew,won,3,38000,114000,inbound,29.6,
A0173,Meridian Grid Inc,2022,2025-Q3,2025-04-03,2025-07-17,AMER,Retail,Platform,renew,won,3,516000,1548000,sales_outbound,56.7,
A0168,Silverline Logic,2022,2025-Q3,2025-05-07,2025-09-27,EMEA,Manufacturing,Analytics,renew,won,3,102000,306000,partner,16.4,
A0020,Cobalt Bridge Inc,2024,2025-Q3,2025-05-02,2025-09-23,AMER,Professional Services,Security,renew,won,1,144000,144000,event,29.6,
A0060,Northwind Labs Inc,2022,2025-Q3,2025-02-14,2025-09-06,APAC,Healthcare,Platform,renew,won,3,221000,663000,sales_outbound,30.7,
A0012,Northwind Cloud,2022,2025-Q3,2025-03-09,2025-09-03,AMER,Retail,Analytics,renew,won,3,40000,120000,inbound,44,
A0377,BluePeak Labs Inc,2022,2025-Q3,2025-07-17,2025-09-29,APAC,Technology,Platform,renew,won,3,74000,222000,sales_outbound,63.2,
A0536,Meridian Grid Inc,2022,2025-Q3,2025-02-04,2025-09-18,APAC,Technology,Platform,renew,won,3,740000,2220000,partner,44.5,
A0382,Pinnacle Works,2024,2025-Q3,2025-02-02,2025-09-14,EMEA,Professional Services,Platform,renew,won,1,19000,19000,inbound,46.4,
A0529,Pinnacle Labs,2022,2025-Q3,2025-02-15,2025-07-02,EMEA,Financial Services,Platform,renew,won,3,59000,177000,inbound,49,
A0116,Silverline Cloud,2022,2025-Q3,2025-02-18,2025-09-09,APAC,Professional Services,Security,renew,won,3,110000,330000,partner,52.5,
A0380,Granite Systems Inc,2022,2025-Q3,2024-12-15,2025-07-14,AMER,Healthcare,Analytics,renew,won,3,395000,1185000,partner,69.4,
A0440,Granite Grid,2022,2025-Q3,2025-06-02,2025-09-08,EMEA,Retail,Platform,renew,won,3,719000,2157000,inbound,38.2,
A0422,Pinnacle Logic Inc,2023,2025-Q3,2024-09-06,2025-07-13,APAC,Retail,Analytics,renew,won,2,34000,68000,sales_outbound,55.6,
A0318,Vertex Grid,2022,2025-Q3,2024-12-04,2025-08-21,EMEA,Technology,Security,renew,won,3,209000,627000,sales_outbound,46.9,
A0227,Vertex Cloud,2022,2025-Q3,2024-09-19,2025-07-06,APAC,Healthcare,Security,renew,won,3,245000,735000,csm_expansion,40.7,
A0576,Northwind Cloud,2022,2025-Q3,2024-11-30,2025-07-25,EMEA,Healthcare,Analytics,renew,won,3,470000,1410000,inbound,54.7,
A0114,Cobalt Dynamics,2020,2025-Q3,2025-02-11,2025-08-13,EMEA,Retail,Security,renew,won,5,38000,190000,inbound,63.5,
A0414,BluePeak Cloud,2022,2025-Q3,2025-02-09,2025-08-25,APAC,Technology,Security,expand,won,3,275000,825000,partner,70,
A0292,Northwind Systems Inc,2023,2025-Q3,2025-02-02,2025-08-17,AMER,Healthcare,Platform,expand,won,3,63000,189000,sales_outbound,51.9,
A0022,Aurora Works Inc,2022,2025-Q3,2025-04-09,2025-09-04,AMER,Retail,Platform,expand,won,3,71000,213000,sales_outbound,57.7,
A0544,Cobalt Logic Inc,2022,2025-Q3,2025-06-24,2025-09-26,AMER,Technology,Security,expand,won,3,117000,351000,csm_expansion,62.9,
A0411,Vertex Works,2023,2025-Q3,2025-02-03,2025-08-29,AMER,Retail,Security,expand,won,3,88000,264000,csm_expansion,62.9,
A0405,BluePeak Systems,2022,2025-Q3,2025-05-07,2025-07-16,EMEA,Manufacturing,Platform,expand,won,3,51000,153000,inbound,67,
A0605,Silverline Logic Inc,2024,2025-Q3,2025-02-05,2025-07-14,EMEA,Retail,Analytics,expand,won,1,13000,13000,inbound,54.6,
A0565,Granite Dynamics Inc,2024,2025-Q3,2024-10-08,2025-07-25,AMER,Healthcare,Platform,expand,won,1,211000,211000,inbound,70.3,
A0517,Pinnacle Cloud,2024,2025-Q3,2025-02-25,2025-09-05,AMER,Manufacturing,Security,expand,won,2,37000,74000,inbound,30.4,
A0257,Cobalt Cloud Inc,2023,2025-Q3,2025-02-28,2025-07-05,AMER,Financial Services,Security,expand,won,3,14000,42000,sales_outbound,32.5,
A0463,Pinnacle Works,2022,2025-Q3,2025-03-14,2025-08-09,AMER,Retail,Security,expand,won,3,258000,774000,sales_outbound,55.6,
A0110,Vertex Cloud,2022,2025-Q3,2024-11-28,2025-08-15,EMEA,Technology,Analytics,expand,won,3,250000,750000,event,47.3,
A0103,Cobalt Cloud,2023,2025-Q3,2025-02-10,2025-09-30,APAC,Retail,Platform,expand,won,3,108000,324000,partner,51.3,
A0070,Pinnacle Systems,2022,2025-Q3,2025-04-05,2025-08-02,EMEA,Retail,Security,expand,won,3,54000,162000,inbound,61,
A0244,Parallel Cloud Inc,2022,2025-Q3,2025-03-12,2025-09-09,APAC,Healthcare,Platform,expand,won,3,27000,81000,inbound,37.2,
A0580,Cobalt Dynamics Inc,2022,2025-Q3,2025-02-26,2025-09-26,EMEA,Retail,Security,expand,won,3,17000,51000,inbound,70.7,
A0454,Parallel Systems Inc,2020,2025-Q3,2025-02-01,2025-07-15,AMER,Technology,Security,expand,won,5,16000,80000,inbound,56.7,
A0222,Parallel Logic,2022,2025-Q3,2025-04-11,2025-09-28,AMER,Retail,Analytics,expand,won,3,29000,87000,csm_expansion,22.9,
A0160,BluePeak Logic,2022,2025-Q3,2024-10-23,2025-07-04,AMER,Professional Services,Analytics,expand,won,3,13000,39000,inbound,41.8,
A0388,Granite Grid,2022,2025-Q3,2025-01-26,2025-08-22,AMER,Healthcare,Security,expand,won,3,82000,246000,csm_expansion,89.5,
A0314,Parallel Labs,2023,2025-Q3,2024-11-10,2025-08-06,AMER,Financial Services,Platform,expand,won,3,133000,399000,partner,54.4,
A0172,Granite Works Inc,2022,2025-Q3,2025-04-19,2025-09-09,EMEA,Technology,Analytics,expand,won,3,214000,642000,sales_outbound,37.6,
A0080,Vertex Logic Inc,2022,2025-Q3,2025-01-19,2025-07-27,APAC,Financial Services,Analytics,expand,won,3,16000,48000,sales_outbound,53.7,
A0604,BluePeak Dynamics Inc,2022,2025-Q3,2025-04-19,2025-09-29,EMEA,Professional Services,Analytics,expand,won,3,262000,786000,csm_expansion,61.2,
A0020,Cobalt Bridge Inc,2024,2025-Q3,2024-12-27,2025-07-21,AMER,Professional Services,Platform,expand,won,1,187000,187000,inbound,75.1,
A0536,Meridian Grid Inc,2022,2025-Q3,2025-02-08,2025-07-27,APAC,Technology,Analytics,expand,won,3,19000,57000,sales_outbound,61.9,
A0303,Granite Dynamics,2021,2025-Q3,2025-03-13,2025-08-09,AMER,Manufacturing,Analytics,expand,won,4,105000,420000,partner,15,
A0488,Northwind Grid Inc,2022,2025-Q3,2025-02-17,2025-08-14,APAC,Professional Services,Analytics,expand,won,3,208000,624000,sales_outbound,52.2,
A0351,Vertex Logic,2023,2025-Q3,2025-02-11,2025-09-18,AMER,Professional Services,Analytics,expand,won,3,15000,45000,inbound,60.8,
A0604,BluePeak Dynamics Inc,2022,2025-Q3,2025-02-08,2025-07-22,EMEA,Professional Services,Platform,expand,won,3,16000,48000,inbound,34.3,
A0080,Vertex Logic Inc,2022,2025-Q3,2025-02-09,2025-07-27,APAC,Financial Services,Security,expand,won,3,259000,777000,partner,58.2,
A0097,Granite Labs Inc,2025,2025-Q3,2025-02-21,2025-09-03,AMER,Professional Services,Platform,expand,won,1,13000,13000,sales_outbound,43.3,
A0115,Silverline Dynamics,2023,2025-Q3,2025-02-05,2025-08-30,APAC,Professional Services,Platform,expand,won,3,70000,210000,csm_expansion,52.5,
A0034,Granite Grid,2022,2025-Q3,2025-02-21,2025-07-27,EMEA,Professional Services,Analytics,expand,won,3,17000,51000,partner,61.9,
A0404,BluePeak Bridge,2022,2025-Q3,2025-02-20,2025-09-04,APAC,Professional Services,Analytics,expand,won,3,14000,42000,inbound,33.6,
A0036,Parallel Cloud Inc,2023,2025-Q3,2025-01-18,2025-07-03,APAC,Financial Services,Analytics,expand,won,2,30000,60000,inbound,47,
