contact_id,account_id,account_name,role,region
C000937,A00351,Northwind Systems Ltd,VP Engineering,APAC
C000938,A00255,Pinnacle Works Ltd,Solutions Architect,EMEA
C000939,A00255,Pinnacle Works Ltd,VP Operations,EMEA
C000940,A00818,Cobalt Point Ltd,IT Director,EMEA
C000941,A00818,Cobalt Point Ltd,IT Director,EMEA
C000942,A00818,Cobalt Point Ltd,VP Operations,EMEA
C000943,A00391,Aurora Dynamics Ltd,Solutions Architect,AMER
C000944,A00391,Aurora Dynamics Ltd,Solutions Architect,AMER
C000945,A00391,Aurora Dynamics Ltd,Solutions Architect,AMER
C000946,A00391,Aurora Dynamics Ltd,Head of Procurement,AMER
C000947,A01296,Silverline Works Inc,VP Engineering,APAC
C000948,A01296,Silverline Works Inc,VP Engineering,APAC
C000949,A01296,Silverline Works Inc,Solutions Architect,APAC
C000950,A01296,Silverline Works Inc,CFO,APAC
C000951,A00608,Aurora Logic Ltd,VP Operations,EMEA
C000952,A00608,Aurora Logic Ltd,VP Engineering,EMEA
C000953,A00608,Aurora Logic Ltd,VP Operations,EMEA
C000954,A01882,Vertex Systems,Solutions Architect,AMER
C000955,A01206,Cobalt Cloud,Solutions Architect,AMER
C000956,A00892,Parallel Logic Inc,CFO,APAC
C000957,A01118,Pinnacle Systems Inc,Solutions Architect,AMER
C000958,A01118,Pinnacle Systems Inc,VP Engineering,AMER
C000959,A01247,Granite Logic Inc,IT Director,EMEA
C000960,A01247,Granite Logic Inc,VP Operations,EMEA
C000961,A01160,Cobalt Systems Ltd,CFO,EMEA
C000962,A01160,Cobalt Systems Ltd,CFO,EMEA
C000963,A01160,Cobalt Systems Ltd,Solutions Architect,EMEA
C000964,A01160,Cobalt Systems Ltd,Solutions Architect,EMEA
C000965,A01445,Meridian Cloud Inc,VP Engineering,EMEA
C000966,A01563,Northwind Dynamics Ltd,CFO,EMEA
C000967,A01563,Northwind Dynamics Ltd,VP Operations,EMEA
C000968,A00145,Meridian Bridge,VP Engineering,AMER
C000969,A00145,Meridian Bridge,Solutions Architect,AMER
C000970,A00145,Meridian Bridge,Head of Procurement,AMER
C000971,A00139,Parallel Labs Ltd,VP Operations,EMEA
C000972,A01423,Vertex Stream,Head of Procurement,AMER
C000973,A01423,Vertex Stream,IT Director,AMER
C000974,A01423,Vertex Stream,CFO,AMER
C000975,A01423,Vertex Stream,IT Director,AMER
C000976,A01204,Granite Point,VP Engineering,AMER
C000977,A01204,Granite Point,Head of Procurement,AMER
C000978,A00583,BluePeak Labs Inc,Head of Procurement,EMEA
C000979,A00583,BluePeak Labs Inc,Head of Procurement,EMEA
C000980,A00404,BluePeak Bridge Inc,Solutions Architect,APAC
C000981,A00404,BluePeak Bridge Inc,VP Operations,APAC
C000982,A00404,BluePeak Bridge Inc,IT Director,APAC
C000983,A01277,Silverline Logic Inc,Head of Procurement,AMER
C000984,A01277,Silverline Logic Inc,VP Engineering,AMER
C000985,A01277,Silverline Logic Inc,Solutions Architect,AMER
C000986,A00371,Pinnacle Labs,CFO,AMER
C000987,A00751,Granite Bridge,IT Director,EMEA
C000988,A00751,Granite Bridge,Solutions Architect,EMEA
C000989,A01546,Meridian Logic Inc,Head of Procurement,EMEA
C000990,A01546,Meridian Logic Inc,Head of Procurement,EMEA
C000991,A01361,Northwind Logic Ltd,CFO,AMER
C000992,A00547,BluePeak Grid Ltd,Head of Procurement,APAC
C000993,A00547,BluePeak Grid Ltd,VP Operations,APAC
C000994,A00547,BluePeak Grid Ltd,VP Engineering,APAC
C000995,A00021,Cobalt Cloud Ltd,CFO,AMER
C000996,A00096,Pinnacle Point Inc,VP Operations,EMEA
C000997,A00096,Pinnacle Point Inc,IT Director,EMEA
C000998,A01740,Aurora Point Inc,VP Operations,AMER
C000999,A01740,Aurora Point Inc,VP Operations,AMER
C001000,A00978,Aurora Systems,IT Director,APAC
C001001,A00978,Aurora Systems,Solutions Architect,APAC
C001002,A00978,Aurora Systems,IT Director,APAC
C001003,A01534,Aurora Systems,VP Operations,AMER
C001004,A00127,Vertex Labs Inc,VP Engineering,EMEA
C001005,A00381,Cobalt Cloud Ltd,VP Operations,AMER
C001006,A01982,Granite Point,Head of Procurement,EMEA
C001007,A01982,Granite Point,VP Operations,EMEA
C001008,A01982,Granite Point,Head of Procurement,EMEA
C001009,A01786,Northwind Grid,CFO,AMER
C001010,A01786,Northwind Grid,IT Director,AMER
C001011,A01786,Northwind Grid,CFO,AMER
C001012,A00548,Parallel Systems Ltd,Head of Procurement,AMER
C001013,A00548,Parallel Systems Ltd,CFO,AMER
C001014,A00548,Parallel Systems Ltd,IT Director,AMER
C001015,A00915,Parallel Cloud Ltd,Head of Procurement,AMER
C001016,A00915,Parallel Cloud Ltd,VP Operations,AMER
C001017,A00915,Parallel Cloud Ltd,VP Engineering,AMER
C001018,A00153,BluePeak Stream,VP Operations,AMER
C001019,A00153,BluePeak Stream,VP Operations,AMER
C001020,A00153,BluePeak Stream,VP Operations,AMER
C001021,A00702,Northwind Works Inc,VP Operations,EMEA
C001022,A00702,Northwind Works Inc,CFO,EMEA
C001023,A00702,Northwind Works Inc,IT Director,EMEA
C001024,A00161,Cobalt Stream Ltd,VP Operations,EMEA
C001025,A00161,Cobalt Stream Ltd,VP Operations,EMEA
C001026,A00161,Cobalt Stream Ltd,Head of Procurement,EMEA
C001027,A01364,Meridian Works Ltd,Solutions Architect,APAC
C001028,A01364,Meridian Works Ltd,IT Director,APAC
C001029,A01364,Meridian Works Ltd,CFO,APAC
C001030,A01406,BluePeak Stream Inc,Head of Procurement,APAC
C001031,A01406,BluePeak Stream Inc,IT Director,APAC
C001032,A01406,BluePeak Stream Inc,IT Director,APAC
C001033,A01301,Parallel Works Ltd,IT Director,AMER
C001034,A01301,Parallel Works Ltd,VP Operations,AMER
C001035,A01301,Parallel Works Ltd,VP Engineering,AMER
C001036,A00833,BluePeak Stream,IT Director,AMER
C001037,A00833,BluePeak Stream,CFO,AMER
C001038,A00377,Parallel Grid Ltd,VP Engineering,AMER
C001039,A00377,Parallel Grid Ltd,VP Operations,AMER
C001040,A01550,Vertex Bridge Inc,IT Director,EMEA
C001041,A00210,Parallel Logic Ltd,Head of Procurement,EMEA
C001042,A00210,Parallel Logic Ltd,VP Operations,EMEA
C001043,A01504,Northwind Labs Ltd,CFO,APAC
C001044,A01504,Northwind Labs Ltd,Head of Procurement,APAC
C001045,A01248,Cobalt Cloud Ltd,Head of Procurement,EMEA
C001046,A01248,Cobalt Cloud Ltd,Head of Procurement,EMEA
C001047,A00481,Cobalt Point,VP Operations,AMER
C001048,A00481,Cobalt Point,VP Operations,AMER
C001049,A00844,Vertex Point Inc,CFO,APAC
C001050,A01721,Meridian Systems Inc,VP Operations,APAC
C001051,A01721,Meridian Systems Inc,VP Engineering,APAC
C001052,A01069,Meridian Point Ltd,IT Director,AMER
C001053,A01069,Meridian Point Ltd,VP Engineering,AMER
C001054,A01069,Meridian Point Ltd,VP Operations,AMER
C001055,A00687,Cobalt Logic Inc,IT Director,EMEA
C001056,A00438,BluePeak Point Ltd,VP Operations,EMEA
C001057,A01818,BluePeak Logic Inc,VP Operations,EMEA
C001058,A01818,BluePeak Logic Inc,VP Engineering,EMEA
C001059,A00784,Pinnacle Logic,IT Director,EMEA
C001060,A00457,Granite Stream Inc,VP Engineering,APAC
C001061,A00457,Granite Stream Inc,IT Director,APAC
C001062,A00787,Granite Dynamics,Head of Procurement,EMEA
C001063,A00787,Granite Dynamics,CFO,EMEA
C001064,A01181,BluePeak Point Inc,VP Engineering,AMER
C001065,A00465,Granite Works Inc,Head of Procurement,APAC
C001066,A00465,Granite Works Inc,IT Director,APAC
C001067,A00465,Granite Works Inc,Solutions Architect,APAC
C001068,A01987,Aurora Dynamics,CFO,AMER
C001069,A01987,Aurora Dynamics,VP Engineering,AMER
C001070,A01987,Aurora Dynamics,IT Director,AMER
C001071,A00883,Parallel Labs Inc,Head of Procurement,AMER
C001072,A00883,Parallel Labs Inc,Solutions Architect,AMER
C001073,A00046,Parallel Cloud Ltd,CFO,AMER
C001074,A00046,Parallel Cloud Ltd,Head of Procurement,AMER
C001075,A00046,Parallel Cloud Ltd,VP Engineering,AMER
C001076,A00343,Parallel Cloud Ltd,Head of Procurement,APAC
C001077,A00343,Parallel Cloud Ltd,IT Director,APAC
C001078,A00343,Parallel Cloud Ltd,IT Director,APAC
C001079,A00845,Vertex Grid Ltd,CFO,AMER
C001080,A00845,Vertex Grid Ltd,Head of Procurement,AMER
C001081,A00845,Vertex Grid Ltd,VP Operations,AMER
C001082,A00745,Aurora Logic,CFO,EMEA
C001083,A00585,Aurora Labs,CFO,AMER
C001084,A00585,Aurora Labs,CFO,AMER
C001085,A00125,Cobalt Grid,VP Engineering,AMER
C001086,A00125,Cobalt Grid,VP Engineering,AMER
C001087,A01477,Silverline Labs,VP Engineering,APAC
C001088,A01477,Silverline Labs,Solutions Architect,APAC
C001089,A01477,Silverline Labs,IT Director,APAC
C001090,A00256,Northwind Cloud Ltd,CFO,EMEA
C001091,A00256,Northwind Cloud Ltd,IT Director,EMEA
C001092,A00256,Northwind Cloud Ltd,IT Director,EMEA
C001093,A01862,Silverline Systems Ltd,Solutions Architect,EMEA
C001094,A01862,Silverline Systems Ltd,VP Operations,EMEA
C001095,A01862,Silverline Systems Ltd,Head of Procurement,EMEA
C001096,A00183,Parallel Works,VP Engineering,AMER
C001097,A00183,Parallel Works,VP Engineering,AMER
C001098,A01450,Granite Logic Ltd,Solutions Architect,EMEA
C001099,A01450,Granite Logic Ltd,VP Operations,EMEA
C001100,A01340,BluePeak Grid Inc,IT Director,APAC
C001101,A01340,BluePeak Grid Inc,Solutions Architect,APAC
C001102,A01467,Parallel Logic Ltd,VP Engineering,AMER
C001103,A01040,Aurora Systems Ltd,VP Engineering,AMER
C001104,A00550,Pinnacle Logic Ltd,CFO,EMEA
C001105,A00550,Pinnacle Logic Ltd,Head of Procurement,EMEA
C001106,A00550,Pinnacle Logic Ltd,Solutions Architect,EMEA
C001107,A01429,Cobalt Cloud,VP Engineering,AMER
C001108,A00453,Pinnacle Dynamics,IT Director,AMER
C001109,A00453,Pinnacle Dynamics,Head of Procurement,AMER
C001110,A00453,Pinnacle Dynamics,IT Director,AMER
C001111,A00398,Aurora Bridge Ltd,VP Operations,APAC
C001112,A00398,Aurora Bridge Ltd,CFO,APAC
C001113,A00398,Aurora Bridge Ltd,VP Operations,APAC
C001114,A01246,Aurora Grid Inc,Head of Procurement,AMER
C001115,A00072,Vertex Labs Ltd,IT Director,EMEA
C001116,A00072,Vertex Labs Ltd,CFO,EMEA
C001117,A00072,Vertex Labs Ltd,Solutions Architect,EMEA
C001118,A01802,Vertex Bridge Ltd,Head of Procurement,EMEA
C001119,A00631,Meridian Labs Ltd,Head of Procurement,EMEA
C001120,A00631,Meridian Labs Ltd,VP Operations,EMEA
C001121,A00684,Cobalt Bridge Ltd,IT Director,EMEA
C001122,A00684,Cobalt Bridge Ltd,Head of Procurement,EMEA
C001123,A00142,Meridian Labs,IT Director,EMEA
C001124,A00142,Meridian Labs,Solutions Architect,EMEA
C001125,A00142,Meridian Labs,VP Engineering,EMEA
C001126,A01849,Pinnacle Systems Ltd,Solutions Architect,AMER
C001127,A01849,Pinnacle Systems Ltd,IT Director,AMER
C001128,A01564,Meridian Point Ltd,Head of Procurement,AMER
C001129,A00386,Vertex Cloud,VP Operations,APAC
C001130,A00386,Vertex Cloud,CFO,APAC
C001131,A00386,Vertex Cloud,Solutions Architect,APAC
C001132,A00386,Vertex Cloud,Solutions Architect,APAC
C001133,A00016,BluePeak Grid Ltd,Head of Procurement,EMEA
C001134,A01141,Meridian Bridge Ltd,CFO,AMER
C001135,A01141,Meridian Bridge Ltd,IT Director,AMER
C001136,A01141,Meridian Bridge Ltd,VP Operations,AMER
C001137,A00641,Cobalt Bridge Ltd,IT Director,APAC
C001138,A00641,Cobalt Bridge Ltd,VP Operations,APAC
C001139,A00641,Cobalt Bridge Ltd,VP Operations,APAC
C001140,A01201,BluePeak Bridge,IT Director,EMEA
C001141,A01201,BluePeak Bridge,CFO,EMEA
C001142,A00135,Meridian Logic Inc,Head of Procurement,APAC
C001143,A00135,Meridian Logic Inc,IT Director,APAC
C001144,A01186,BluePeak Systems,Head of Procurement,AMER
C001145,A01186,BluePeak Systems,Head of Procurement,AMER
C001146,A01372,Meridian Dynamics,CFO,EMEA
C001147,A01372,Meridian Dynamics,Head of Procurement,EMEA
C001148,A01372,Meridian Dynamics,VP Engineering,EMEA
C001149,A01433,Meridian Labs Inc,IT Director,EMEA
C001150,A01433,Meridian Labs Inc,Head of Procurement,EMEA
C001151,A01433,Meridian Labs Inc,Solutions Architect,EMEA
C001152,A00494,Aurora Labs Ltd,Head of Procurement,EMEA
C001153,A00494,Aurora Labs Ltd,CFO,EMEA
C001154,A00494,Aurora Labs Ltd,Head of Procurement,EMEA
C001155,A00769,Cobalt Dynamics,IT Director,AMER
C001156,A00769,Cobalt Dynamics,VP Operations,AMER
C001157,A00769,Cobalt Dynamics,CFO,AMER
C001158,A00466,Parallel Logic Ltd,IT Director,AMER
C001159,A01419,Parallel Stream Ltd,Head of Procurement,AMER
C001160,A01419,Parallel Stream Ltd,IT Director,AMER
C001161,A00033,Silverline Works Inc,CFO,AMER
C001162,A00033,Silverline Works Inc,VP Operations,AMER
C001163,A00033,Silverline Works Inc,Head of Procurement,AMER
C001164,A01184,Northwind Grid Ltd,Head of Procurement,AMER
C001165,A01184,Northwind Grid Ltd,Head of Procurement,AMER
C001166,A01037,Granite Logic Ltd,Solutions Architect,EMEA
C001167,A01037,Granite Logic Ltd,Solutions Architect,EMEA
C001168,A00112,Granite Systems Inc,Solutions Architect,AMER
C001169,A00179,Meridian Point Ltd,IT Director,APAC
C001170,A00179,Meridian Point Ltd,CFO,APAC
C001171,A01223,Silverline Labs Inc,CFO,AMER
C001172,A01223,Silverline Labs Inc,IT Director,AMER
C001173,A00896,Granite Cloud,Solutions Architect,AMER
C001174,A01918,Silverline Bridge Inc,Solutions Architect,AMER
C001175,A01918,Silverline Bridge Inc,Solutions Architect,AMER
C001176,A01918,Silverline Bridge Inc,VP Engineering,AMER
C001177,A01805,Granite Works,CFO,AMER
C001178,A01805,Granite Works,VP Operations,AMER
C001179,A01953,Vertex Logic Inc,Head of Procurement,AMER
C001180,A00281,Cobalt Stream,CFO,AMER
C001181,A01446,Granite Grid Inc,IT Director,AMER
C001182,A01613,Granite Point Inc,Solutions Architect,AMER
C001183,A00652,Granite Bridge Inc,VP Engineering,AMER
C001184,A00652,Granite Bridge Inc,IT Director,AMER
C001185,A00652,Granite Bridge Inc,VP Operations,AMER
C001186,A00652,Granite Bridge Inc,IT Director,AMER
C001187,A01625,Vertex Cloud,VP Engineering,APAC
C001188,A01625,Vertex Cloud,IT Director,APAC
C001189,A01625,Vertex Cloud,VP Engineering,APAC
C001190,A00945,Pinnacle Stream Ltd,CFO,AMER
C001191,A01943,Northwind Works Ltd,VP Operations,EMEA
C001192,A01207,Meridian Stream,Solutions Architect,AMER
C001193,A00955,Meridian Grid Inc,Solutions Architect,AMER
C001194,A00955,Meridian Grid Inc,IT Director,AMER
C001195,A00955,Meridian Grid Inc,VP Operations,AMER
C001196,A01318,Granite Labs Inc,CFO,AMER
C001197,A00430,Northwind Labs Inc,Head of Procurement,AMER
C001198,A00430,Northwind Labs Inc,CFO,AMER
C001199,A00430,Northwind Labs Inc,CFO,AMER
C001200,A00385,Aurora Stream,VP Engineering,EMEA
C001201,A00385,Aurora Stream,Solutions Architect,EMEA
C001202,A00385,Aurora Stream,IT Director,EMEA
C001203,A01314,Parallel Logic Inc,IT Director,AMER
C001204,A00615,Parallel Systems Ltd,IT Director,APAC
C001205,A01866,Aurora Bridge Ltd,CFO,AMER
C001206,A01866,Aurora Bridge Ltd,VP Engineering,AMER
C001207,A01517,Parallel Labs Ltd,IT Director,EMEA
C001208,A01888,Granite Dynamics Inc,VP Engineering,AMER
C001209,A01028,Cobalt Labs Ltd,CFO,APAC
C001210,A01171,Parallel Systems Inc,Solutions Architect,AMER
C001211,A01102,BluePeak Grid Ltd,Head of Procurement,APAC
C001212,A01102,BluePeak Grid Ltd,VP Engineering,APAC
C001213,A01008,Silverline Grid Inc,Head of Procurement,AMER
C001214,A01008,Silverline Grid Inc,IT Director,AMER
C001215,A01008,Silverline Grid Inc,IT Director,AMER
C001216,A01092,Vertex Point Ltd,VP Engineering,AMER
C001217,A01092,Vertex Point Ltd,Head of Procurement,AMER
C001218,A00786,Northwind Labs,VP Operations,EMEA
C001219,A01355,Pinnacle Grid,IT Director,EMEA
C001220,A01435,Vertex Stream Inc,CFO,EMEA
C001221,A01435,Vertex Stream Inc,IT Director,EMEA
C001222,A01435,Vertex Stream Inc,CFO,EMEA
C001223,A01541,Cobalt Stream Ltd,VP Operations,AMER
C001224,A01541,Cobalt Stream Ltd,VP Operations,AMER
C001225,A01215,Parallel Point Inc,CFO,AMER
C001226,A01215,Parallel Point Inc,Head of Procurement,AMER
C001227,A01215,Parallel Point Inc,VP Operations,AMER
C001228,A01126,BluePeak Systems Inc,IT Director,APAC
C001229,A01123,Cobalt Point Inc,Solutions Architect,EMEA
C001230,A01123,Cobalt Point Inc,VP Engineering,EMEA
C001231,A01123,Cobalt Point Inc,Solutions Architect,EMEA
C001232,A00519,BluePeak Bridge Inc,VP Engineering,AMER
C001233,A00519,BluePeak Bridge Inc,VP Operations,AMER
C001234,A00519,BluePeak Bridge Inc,VP Operations,AMER
C001235,A01750,Parallel Grid,Solutions Architect,EMEA
C001236,A01577,Aurora Systems,CFO,EMEA
C001237,A01577,Aurora Systems,VP Operations,EMEA
C001238,A01577,Aurora Systems,VP Operations,EMEA
C001239,A00611,Meridian Works,CFO,EMEA
C001240,A01895,Pinnacle Point Inc,IT Director,AMER
C001241,A01895,Pinnacle Point Inc,CFO,AMER
C001242,A01075,Aurora Point Inc,CFO,AMER
C001243,A01075,Aurora Point Inc,Solutions Architect,AMER
C001244,A01075,Aurora Point Inc,IT Director,AMER
C001245,A01992,Silverline Works Inc,VP Engineering,EMEA
C001246,A01992,Silverline Works Inc,VP Operations,EMEA
C001247,A01270,Aurora Stream Inc,Head of Procurement,EMEA
C001248,A01270,Aurora Stream Inc,VP Engineering,EMEA
C001249,A01270,Aurora Stream Inc,Head of Procurement,EMEA
C001250,A01066,Pinnacle Logic Inc,Solutions Architect,AMER
C001251,A01066,Pinnacle Logic Inc,VP Engineering,AMER
C001252,A01066,Pinnacle Logic Inc,CFO,AMER
C001253,A00003,Silverline Logic,VP Engineering,EMEA
C001254,A00003,Silverline Logic,VP Engineering,EMEA
C001255,A00994,Cobalt Labs Ltd,IT Director,EMEA
C001256,A00994,Cobalt Labs Ltd,CFO,EMEA
C001257,A00994,Cobalt Labs Ltd,VP Engineering,EMEA
C001258,A00897,Meridian Point Inc,CFO,EMEA
C001259,A00897,Meridian Point Inc,VP Engineering,EMEA
C001260,A00897,Meridian Point Inc,Head of Procurement,EMEA
C001261,A01081,Silverline Works Inc,Solutions Architect,EMEA
C001262,A01081,Silverline Works Inc,Solutions Architect,EMEA
C001263,A01627,Northwind Point Inc,IT Director,APAC
C001264,A01627,Northwind Point Inc,VP Operations,APAC
C001265,A01627,Northwind Point Inc,VP Engineering,APAC
C001266,A00469,BluePeak Systems Ltd,CFO,EMEA
C001267,A00469,BluePeak Systems Ltd,CFO,EMEA
C001268,A00469,BluePeak Systems Ltd,CFO,EMEA
C001269,A01824,Parallel Grid,VP Operations,EMEA
C001270,A01824,Parallel Grid,CFO,EMEA
C001271,A01460,Parallel Bridge,CFO,AMER
C001272,A01460,Parallel Bridge,Head of Procurement,AMER
C001273,A01460,Parallel Bridge,CFO,AMER
C001274,A00654,Parallel Stream,CFO,AMER
C001275,A00081,Aurora Grid,Head of Procurement,AMER
C001276,A00081,Aurora Grid,VP Operations,AMER
C001277,A01744,Granite Stream Inc,VP Engineering,AMER
C001278,A01744,Granite Stream Inc,VP Operations,AMER
C001279,A00983,Pinnacle Logic Ltd,Head of Procurement,AMER
C001280,A00983,Pinnacle Logic Ltd,Solutions Architect,AMER
C001281,A00305,BluePeak Systems,VP Operations,AMER
C001282,A01842,Vertex Systems Inc,Head of Procurement,AMER
C001283,A01842,Vertex Systems Inc,Head of Procurement,AMER
C001284,A01672,Granite Systems Inc,Head of Procurement,AMER
C001285,A01672,Granite Systems Inc,Solutions Architect,AMER
C001286,A01672,Granite Systems Inc,VP Operations,AMER
C001287,A00869,Aurora Systems Inc,IT Director,EMEA
C001288,A00869,Aurora Systems Inc,VP Operations,EMEA
C001289,A00869,Aurora Systems Inc,VP Engineering,EMEA
C001290,A01778,Aurora Grid Inc,VP Operations,AMER
C001291,A01778,Aurora Grid Inc,Head of Procurement,AMER
C001292,A01778,Aurora Grid Inc,Solutions Architect,AMER
C001293,A01778,Aurora Grid Inc,Solutions Architect,AMER
C001294,A00374,Silverline Grid,Head of Procurement,AMER
C001295,A00374,Silverline Grid,Head of Procurement,AMER
C001296,A00374,Silverline Grid,IT Director,AMER
C001297,A01430,Meridian Point,IT Director,EMEA
C001298,A01430,Meridian Point,CFO,EMEA
C001299,A00933,Silverline Works Inc,Solutions Architect,APAC
C001300,A00108,Aurora Grid Inc,IT Director,APAC
C001301,A00108,Aurora Grid Inc,Head of Procurement,APAC
C001302,A01154,Vertex Stream Ltd,VP Engineering,AMER
C001303,A01351,Northwind Works Inc,IT Director,APAC
C001304,A00024,Northwind Bridge Ltd,VP Operations,AMER
C001305,A00024,Northwind Bridge Ltd,CFO,AMER
C001306,A00024,Northwind Bridge Ltd,VP Engineering,AMER
C001307,A01601,Vertex Point Ltd,VP Operations,AMER
C001308,A00529,Meridian Grid Ltd,Head of Procurement,EMEA
C001309,A00529,Meridian Grid Ltd,VP Engineering,EMEA
C001310,A00529,Meridian Grid Ltd,IT Director,EMEA
C001311,A00855,Vertex Grid Ltd,CFO,AMER
C001312,A00881,Granite Grid Inc,Head of Procurement,AMER
C001313,A00881,Granite Grid Inc,VP Operations,AMER
C001314,A00881,Granite Grid Inc,Solutions Architect,AMER
C001315,A01489,Meridian Cloud Ltd,VP Operations,EMEA
C001316,A01327,Parallel Stream Ltd,VP Operations,EMEA
C001317,A01327,Parallel Stream Ltd,CFO,EMEA
C001318,A01327,Parallel Stream Ltd,IT Director,EMEA
C001319,A00105,BluePeak Systems Inc,Head of Procurement,AMER
C001320,A01322,Meridian Grid Ltd,VP Operations,AMER
C001321,A01322,Meridian Grid Ltd,CFO,AMER
C001322,A01570,Cobalt Labs Inc,Solutions Architect,EMEA
C001323,A01570,Cobalt Labs Inc,Solutions Architect,EMEA
C001324,A01243,Meridian Labs Inc,Solutions Architect,AMER
C001325,A00144,Parallel Grid,Solutions Architect,AMER
C001326,A00422,Cobalt Cloud,VP Operations,AMER
C001327,A01099,Northwind Works Ltd,VP Operations,AMER
C001328,A01099,Northwind Works Ltd,VP Engineering,AMER
C001329,A01099,Northwind Works Ltd,Solutions Architect,AMER
C001330,A00535,BluePeak Grid Ltd,VP Operations,AMER
C001331,A00535,BluePeak Grid Ltd,Solutions Architect,AMER
C001332,A00535,BluePeak Grid Ltd,VP Operations,AMER
C001333,A00732,Northwind Grid Inc,IT Director,EMEA
C001334,A00732,Northwind Grid Inc,Head of Procurement,EMEA
C001335,A00013,Silverline Works Ltd,Head of Procurement,AMER
C001336,A00013,Silverline Works Ltd,IT Director,AMER
C001337,A00013,Silverline Works Ltd,VP Operations,AMER
C001338,A00013,Silverline Works Ltd,IT Director,AMER
C001339,A01178,Pinnacle Logic Inc,VP Engineering,AMER
C001340,A01178,Pinnacle Logic Inc,VP Operations,AMER
C001341,A00217,BluePeak Point,CFO,AMER
C001342,A00217,BluePeak Point,CFO,AMER
C001343,A01252,BluePeak Bridge Ltd,Head of Procurement,EMEA
C001344,A01252,BluePeak Bridge Ltd,Head of Procurement,EMEA
C001345,A01252,BluePeak Bridge Ltd,VP Operations,EMEA
C001346,A00887,Silverline Point Inc,IT Director,AMER
C001347,A00887,Silverline Point Inc,VP Engineering,AMER
C001348,A00708,BluePeak Grid,CFO,AMER
C001349,A00708,BluePeak Grid,Solutions Architect,AMER
C001350,A00572,Pinnacle Cloud,VP Operations,AMER
C001351,A01684,Cobalt Systems Ltd,IT Director,AMER
C001352,A01684,Cobalt Systems Ltd,Head of Procurement,AMER
C001353,A00098,Silverline Cloud Inc,VP Engineering,AMER
C001354,A01644,Meridian Cloud Inc,Head of Procurement,AMER
C001355,A01421,Vertex Cloud,Solutions Architect,AMER
C001356,A01421,Vertex Cloud,CFO,AMER
C001357,A00742,Northwind Stream Inc,Head of Procurement,EMEA
C001358,A00742,Northwind Stream Inc,IT Director,EMEA
C001359,A00536,Cobalt Stream Inc,IT Director,EMEA
C001360,A00536,Cobalt Stream Inc,VP Engineering,EMEA
C001361,A00425,Aurora Works Ltd,IT Director,AMER
C001362,A01007,Silverline Works Ltd,Head of Procurement,APAC
C001363,A01007,Silverline Works Ltd,CFO,APAC
C001364,A01007,Silverline Works Ltd,VP Engineering,APAC
C001365,A00390,Silverline Bridge,Solutions Architect,AMER
C001366,A01111,Granite Systems Inc,VP Operations,AMER
C001367,A01111,Granite Systems Inc,CFO,AMER
C001368,A01111,Granite Systems Inc,CFO,AMER
C001369,A01411,Granite Works Ltd,Solutions Architect,AMER
C001370,A01310,BluePeak Dynamics Inc,Head of Procurement,APAC
C001371,A01924,BluePeak Cloud Ltd,VP Operations,AMER
C001372,A00201,Northwind Works,IT Director,AMER
C001373,A01455,Cobalt Grid,CFO,EMEA
C001374,A01455,Cobalt Grid,Solutions Architect,EMEA
C001375,A01185,Pinnacle Bridge Ltd,Solutions Architect,APAC
C001376,A01185,Pinnacle Bridge Ltd,CFO,APAC
C001377,A00767,Meridian Bridge Inc,Head of Procurement,EMEA
C001378,A00767,Meridian Bridge Inc,VP Operations,EMEA
C001379,A00767,Meridian Bridge Inc,IT Director,EMEA
C001380,A00271,Pinnacle Works Inc,VP Engineering,APAC
C001381,A00271,Pinnacle Works Inc,IT Director,APAC
C001382,A00198,Aurora Logic Ltd,VP Engineering,AMER
C001383,A00198,Aurora Logic Ltd,VP Engineering,AMER
C001384,A00198,Aurora Logic Ltd,VP Engineering,AMER
C001385,A01335,Meridian Stream Ltd,IT Director,AMER
C001386,A00071,Parallel Grid Inc,Solutions Architect,EMEA
C001387,A00071,Parallel Grid Inc,Head of Procurement,EMEA
C001388,A00071,Parallel Grid Inc,Solutions Architect,EMEA
C001389,A01676,Meridian Logic,VP Engineering,APAC
C001390,A01676,Meridian Logic,IT Director,APAC
C001391,A01052,Granite Works,VP Engineering,EMEA
C001392,A01052,Granite Works,Solutions Architect,EMEA
C001393,A01052,Granite Works,IT Director,EMEA
C001394,A01451,BluePeak Labs Ltd,VP Operations,AMER
C001395,A01451,BluePeak Labs Ltd,VP Engineering,AMER
C001396,A01451,BluePeak Labs Ltd,Head of Procurement,AMER
C001397,A00277,Silverline Stream Inc,VP Operations,EMEA
C001398,A00277,Silverline Stream Inc,Head of Procurement,EMEA
C001399,A01005,Cobalt Stream Inc,Solutions Architect,APAC
C001400,A01005,Cobalt Stream Inc,VP Operations,APAC
C001401,A01005,Cobalt Stream Inc,VP Engineering,APAC
C001402,A00916,Pinnacle Grid Ltd,VP Engineering,EMEA
C001403,A00916,Pinnacle Grid Ltd,VP Operations,EMEA
C001404,A01193,Northwind Dynamics Ltd,Solutions Architect,AMER
C001405,A01922,Granite Systems Inc,Head of Procurement,EMEA
C001406,A01354,Pinnacle Cloud,IT Director,AMER
C001407,A01354,Pinnacle Cloud,Solutions Architect,AMER
C001408,A01511,Granite Labs Inc,VP Operations,EMEA
